post_content,post_type,post_date,ID,seen
تذكر النار:    قال أبو عبدالرحمن الأسدي: قلت لسعيد بن عبدالعزيز: 'يا أبا محمد، ما هذا البكاء الذي يعرض لك في صلاتك؟'    قال: 'يا ابن أخي، وما سؤالك عن ذلك؟'    قلت: 'يا عمّ، لعل الله أن ينفعني'.    قال سعيد: 'ما قمت في صلاتي إلا مثلت لي جهنم'.,post,2014-11-08 18:48:22,395,
تنبيه:    كان عمر رضي الله عنه إذا رأى أحداً يطاطئ عنقه في الصلاة يضربه بالدرة، ويقول له:     'ويحك، إنما الخشوع في القلب'.,post,2014-11-08 18:48:22,396,
حيلة شيطانية:    عن الحارث بن قيس قال: 'إذا أتاك الشيطان وأنت تصلي فقال: 'إنك مراءٍ'، فزدها طولاً'.,post,2014-11-08 18:48:22,397,
خشوع ابن الزبير:    وكان ابن الزبير إذا قام في الصلاة فكأنه عود من الخشوع، وكان يسجد فتنزل العصافير على ظهره، لا تحسبه إلا جذعاً أو حائطاً أو خشبة منصوبة لا تتحرك.,post,2014-11-08 18:48:22,398,
خشوع الصديق:    وكان أبو بكر رضي الله عنه يبكي في الصلاة حتى لا يسمع الناس قراءته، ولمّا مرض النبي صلى الله عليه وسلم مرضه الذي مات فيه قال: «مروا أبا بكر فليصلِّ بالناس» قالت عائشة رضي الله عنها:     'إن أبا بكرٍ رجل رقيق، إذا قرأ القرآن لا يملك دمعه'.,post,2014-11-08 18:48:22,399,
خشوع المعلى بن منصور:    كان المعلى بن منصور يوماً يصلي، فوقع على رأسه كورُ الزنابير فما التفت، وما انفتل حتى أتم صلاته، فنظروا فإذا قد صار هكذا من شدة الانتفاخ.,post,2014-11-08 18:48:22,400,
خشوع علي بن الحسين:    وكان علي بن الحسين إذا فرغ من وضوئه للصلاة، وصار بين وضوئه وصلاته، أخذته رعدةٌ ونفضةٌ، فقيل له في ذلك، فقال:     'ويحكم، أتدرون إلى من أقوم ومن أريد أن أناجي؟'.,post,2014-11-08 18:48:22,401,
خشوع مسلم بن يسار:    وكان مسلم بن يسار لا يلتفت في صلاته، ولقد انهدمت ناحية من المسجد ففزع لها أهل السوق فما التفت.    وكان إذا دخل منزله سكت أهل بيه، فإذا قام يصلي تكلموا، أو ضحكوا، علماً منهم بأن قلبه مشغول عنهم، وكان يقول:     'إلهي، متى ألقاك وأنت راضٍ'.,post,2014-11-08 18:48:22,402,
فإنّ الله -تبارك وتعالى- جعل للصّلاة منزلةً عاليةً، فهي الرّكن الثّاني من أركان الإسلام كما جاء عن ابن عمر -رضي الله عنهما- قال: قال رسول الله -صلى الله عليه وسلم-: «شهادة أن لا إله إلا الله وأنّ محمّدًا رسول الله، وإقام الصّلاة، وإيتاء الزّكاة، والحجّ، وصوم رمضان» [رواه البخاري 8 ومسلم 16].,post,2014-11-08 18:48:22,403,
من أسباب الخشوع في الصلاة:    عن ابن عمر رضي الله عنهما: في قوله تعالى: {الَّذِينَ هُمْ فِي صَلَاتِهِمْ خَاشِعُونَ} [المؤمنون: 2] قال:     'كانوا إذا قاموا في الصلاة أقبلوا على صلاتهم، وخفضوا أبصارهم إلى موضع سجودهم، وعلموا أن الله يُقبل عليهم، فلا يلتفتون يميناً ولا شمالاً'.,post,2014-11-08 18:48:22,404,
والصّلاة متى ما صلحت صلح سائر العمل، ومتى ما فسدت فسد سائر العمل كما قال -صلّى الله عليه وسلم-: «إن أول ما يحاسب به العبد يوم القيامة من عمله صلاته، فإن صلحت فقد أفلح وأنجح، وإن فسدت فقد خاب وخسر، فإن انتقص من فريضة شيئًا، قال الرّبّ -تبارك وتعالى-: انظروا هل لعبدي من تطوعٍ فيكمل بها ما انتقص من الفريضة، ثم يكون سائر عمله على ذلك» [رواه التّرمذي 413 وصححه الألباني].,post,2014-11-08 18:48:22,405,
وقال الفضيل بن عياض: 'كان يُكره أن يُرى الرجل من الخشوع أكثر مما في قلبه'.,post,2014-11-08 18:48:22,406,
ولأهميتها، ولعظم قدرها، وسموها مكانتها، فرضت على رسول الله -صلّى الله عليه وسلم- وعلى أمّته في السّماء السّابعة، ليلة الإسراء والمعراج، فعن أنس بن مالك-رضي الله عنه- قال: «فرضت على النّبيّ -صلّى الله عليه وسلم- ليلة أسري به الصّلوات خمسين، ثمّ نقصت حتى جعلت خمسًا، ثم نودي: يا محمد: إنّه لا يبدل القول لدي، وإن لك بهذه الخمس خمسين» [رواه التّرمذي 213 وصححه الألباني].,post,2014-11-08 18:48:22,407,
ومن فوائد الصلاة  أنّها نافعة في كثير من أوجاع البطن؛ لأنّها رياضة للنفس والبدن معًا، فهي تشمل على حركات وأوضاع مختلفة تتحرك معها أغلب المفاصل، وينغمز معها أكثر الأعضاء الباطنة، كالمعدة، وسائر آلات النفس والغذاء، أضف إلى ذلك الطهارة المتكررة وما فيها من نفع، كل ذلك نفعه محسوس مشاهد لا يماري فيه إلاّ جاهل.,post,2014-11-08 18:48:22,408,
ومن فوائد الصلاة  ومن ذلك: ما أظهره الطب الحديث من فوائد عظيمة للصلاة، الصلاة  أنّ الدماغ ينتفع انتفاعًا كبيرًا بالصلاة ذات الخشوع، كما قرر ذلك كبار الأطباء في هذا العصر، وهذا دليل من الأدلة التي يتبين لنا بها سبب قوة تفكير الصحابة الكرام، وسلامة عقولهم، ونفاذ بصيرتهم، وقوة جنانهم، وصلابة عودهم.,post,2014-11-08 18:48:22,409,
ومن فوائد الصلاة الصحية: أنّها ـ كما مرّ ـ تنير القلب وتشرح الصدر، وتفرح النفس والروح، ومعلوم عند جميع الأطباء أنّ السعي في راحة القلب وسكونه وفرحه وزوال همّه وغمه، من أكبر الأسباب الالبة للصحة، الدافعة للأمراض، المخففة للآلام، وذلك مجرب مشاهد محسوس في الصلاة خصوصًا صلاة الليل وأوقات الأسحار.,post,2014-11-08 18:48:22,410,
ومن فوائد الصلاة الطبية: ما فيها من الرياضة المتنوعة، المقوية للأعضاء، النافعة للبدن.,post,2014-11-08 18:48:22,411,
إن الشّارع الكريم كما ضاعف الأجر والثواب لمن أدّى صلاة الفريضة في جماعة، كذلك ضاعف العقوبة على من تهاون في أداء صلاة الفريضة في جماعة، فهي الفارقة بين الكفر والإيمان، كما قال رسول الله -صلّى الله عليه وسلم-: «العهد الّذي بيننا وبينهم الصّلاة فمن تركها فقد كفر» [رواه ابن ماجه 891 والتّرمذي 2621 وصححه الألباني]،,post,2014-11-08 18:48:24,412,
قال الإمام ابن القيم -رحمه الله-: 'لا يختلف المسلمون أن ترك الصّلاة المفروضة عمدًا من أعظم الذّنوب وأكبر الكبائر، وأن إثمه أعظم من إثم قتل النّفس وأخذ الأموال ومن إثم الزّنا والسّرقة وشرب الخمر وأنّه معرضٌ لعقوبة الله وسخطه وخزيه في الدّنيا والآخرة' (الصّلاة وحكم تاركها (16)).,post,2014-11-08 18:48:24,413,
للخشوع في الصلاة ...أحرص على     - الطمأنينة في الصلاة: كان النبي صلى الله عليه وسلم يطمئن حتى يرجع كل عظم إلى موضعه.,post,2014-11-08 18:48:24,414,
للخشوع في الصلاة ...أحرص على     أن يُقطع قراءته آية آية: وذلك أدعى للفهم والتدبر، وهي سنة النبي صلى الله عليه وسلم.,post,2014-11-08 18:48:24,415,
للخشوع في الصلاة ...أحرص على     الاستعداد للصلاة والتهيؤ لها: وهذا يحصل، بالترديد مع المؤذن، والإتيان بالدعاء المشروع، بعده والدعاء بين الأذان الاقامة، كذلك الاستعداد بستر العورة ،وطهارة البقعة، والتبكير، والمشي إلى المسجد بسكينة ووقار(للرجل)، وعدم التشبيك بين الأصابع، وانتظار الصلاة وكذلك تسوية الصفوف والتراص فيها.,post,2014-11-08 18:48:24,416,
للخشوع في الصلاة ...أحرص على     تذكر الموت في الصلاة: لقوله صلى الله عليه وسلم: «اذكر الموت في صلاتك، فإن الرجل إذا ذكر الموت في صلاته لحري أن يحسن صلاته، وصل صلاة رجل لا يظن أنه يصلي غيرها».,post,2014-11-08 18:48:24,417,
للخشوع في الصلاة ...أحرص على     ترتيل القرآن وتحسين الصوت به: لقوله صلي الله عليه وسلم: «زينوا القرآن بأصواتكم، فإن الصوت الحسن يزيد القرآن حسنا».,post,2014-11-08 18:48:24,418,
والمساجد أحبُّ البلاد إلى الله -جلّ وعلا-، قال -صلّى الله عليه وسلم-: «أحبُّ البلاد إلى الله مساجدها. وأبغض البلاد إلى الله أسواقها» [رواه مسلم 671].,post,2014-11-08 18:48:24,419,
وقال -صلى الله عليه وسلم-: «إن العبد إذا قام يصلّي أتي بذنوبه كلها فوضعت على رأسه وعاتقيه، فكلما ركع أو سجد تساقطت عنه» [صححه الألباني في صحيح الجامع 1671].,post,2014-11-08 18:48:24,420,
وقال -صلى الله عليه وسلم-: «تأكل النّار ابن آدم إلا أثر السّجود، حرم الله على النّار أن تأكل أثر السّجود» [رواه البخاري 7437].,post,2014-11-08 18:48:24,421,
وقال -صلّى الله عليه وسلم-: «ما من امرئ مسلم تحضره صلاة مكتوبة. فيحسن وضوءها وخشوعها وركوعها. إلا كانت كفارة لما قبلها من الذّنوب ما لم يؤت كبيرة. وذلك الدّهر كله» [رواه مسلم 228].,post,2014-11-08 18:48:24,422,
وقال -صلّى الله عليه وسلم-: «من خرج من بيته متطهرًا إلى صلاةٍ مكتوبةٍ فأجره كأجر الحاجّ المحرم، ومن خرج إلى تسبيح الضّحى لا ينصبه إلا إياه فأجره كأجر المعتمر وصلاة على أثر صلاة لا لغو بينهما كتاب في عليين» [رواه أبو داود 558 وحسنه الألباني].,post,2014-11-08 18:48:24,423,
وقد اعتبر النّبيّ -صلّى الله عليه وسلم- الآذان أمارةً تدل على إسلام أهل البلد، وممّا يدل على ذلك ورد عن أنس بن مالك -رضي الله عنه- قال: «كان رسول الله صلى الله عليه وسلم يغير إذا طلع الفجر. وكان يستمع الأذان. فإن سمع أذانًا أمسك. وإلا أغار» [رواه مسلم 382].,post,2014-11-08 18:48:24,424,
وقد ربط الله -جلّ وعلا- فلاح المؤمنين بإقامتهم لها حيث قال: {قَدْ أَفْلَحَ مَنْ تَزَكَّى (14) وَذَكَرَ اسْمَ رَبِّهِ فَصَلَّى} [الأعلى: 14-15]، وبخشوعهم فيها: {قَدْ أَفْلَحَ الْمُؤْمِنُونَ (1) الَّذِينَ هُمْ فِي صَلاتِهِمْ خَاشِعُونَ} [المؤمنون: 1-2].,post,2014-11-08 18:48:24,425,
ولأهمية الصّلاة، شرع الله -عزّ وجلّ- لها أذانًا وإقامةً، وجمعةً وجماعةً، وبنيت لأجلها المساجد والمصليات، وفرضت على الرّجل والمرأة والحاكم والمحكوم.,post,2014-11-08 18:48:24,426,
وهذا لأنّ الصّلاة تنهي عن الفحشاء والمنكر كما قال الله -تعالى-: {وَأَقِمِ الصَّلاةَ إِنَّ الصَّلاةَ تَنْهَى عَنِ الْفَحْشَاءِ وَالْمُنْكَرِ وَلَذِكْرُ اللَّهِ أَكْبَرُ وَاللَّهُ يَعْلَمُ مَا تَصْنَعُونَ} [العنكبوت: 45].,post,2014-11-08 18:48:24,427,
للخشوع في الصلاة ...أحرص على      عدم التشويش بالقراءة على الآخرين: قال عليه الصلاة والسلام: «ألا إن كلكم مناج ربه، فلا يؤذين بعضكم على بعض في القراءة أو قال في الصلاة».,post,2014-11-08 18:48:25,428,
للخشوع في الصلاة ...أحرص على     -الاجتهاد بالدعاء في موضعه في الصلاة وخصوصاً في السجود: قال تعالى: {ادْعُواْ رَبَّكُمْ تَضَرُّعاً وَخُفْيَةً}[الأعراف:55]، وقال نبينا الكريم: «أقرب ما يكون العبد من ربه وهو ساجد فأكثروا الدعاء».,post,2014-11-08 18:48:25,429,
للخشوع في الصلاة ...أحرص على     أن لا يصلي خلف النائم أو المتحدث: قال عليه الصلاة والسلام: «لا تصلوا خلف النائم ولا المتحدث».,post,2014-11-08 18:48:25,430,
للخشوع في الصلاة ...أحرص على     أن لا يصلي في ثوب فيه نقوش أو كتابات أو ألوان أو تصاوير تشغل المصلي: فعن عائشة رضي الله عنها قالت: قام النبي عليه الصلاة والسلام يصلي في خميصة ذات أعلام وهو كساء مخطط ومربع فنظر إلى علمها فلما قضى صلاته قال: «اذهبوا بهذه الخميصة إلى أبي جهم بن حذيفة، وأتوني بانبجانيةوهو كساء ليس فيه تخطيط ولا تطريز ولا أعلام فإنها ألهتني آنفاً في صلاتي».,post,2014-11-08 18:48:25,431,
للخشوع في الصلاة ...أحرص على     أن لا يصلي و بحضرته طعم يشتهيه: قال عليه الصلاة والسلام: «لا صلاة بحضرة طعام ولا وهو يدافعه الأخبثان».,post,2014-11-08 18:48:25,432,
للخشوع في الصلاة ...أحرص على     أن لا يصلي وقد غلبه النعاس: قال صلى الله عليه وسلم: «إذا نعس أحدكم في الصلاة فلينم حتى يعلم ما يقول».,post,2014-11-08 18:48:25,433,
للخشوع في الصلاة ...أحرص على     أن لا يصلي وهو حاقن أو حاقب: قال عليه الصلاة والسلام: «إذا أراد أحدكم أن يذهب الخلاء وقامت الصلاة فليبدأ بالخلاء».,post,2014-11-08 18:48:25,434,
للخشوع في الصلاة ...أحرص على     أن يأتي بسجود التلاوة إذا مر بموضعه: قال تعالى: {وَيَخِرُّونَ لِلأَذْقَانِ يَبْكُونَ وَيَزِيدُهُمْ خُشُوعاً}[الإسراء:109].,post,2014-11-08 18:48:25,435,
للخشوع في الصلاة ...أحرص على     إزالة ما يشغل المصلي من المكان: عن أنس رضي الله عنه قال: كان قرام لعائشة وهو ستر رقيق فيه نقوش وألوان سترت به جانب بيتها فقال لها النبي عليه الصلاة والسلام: «أميطي عنا قرامك هذا فإنه لا تزال تصاويره تعرض لي في الصلاة».,post,2014-11-08 18:48:25,436,
للخشوع في الصلاة ...أحرص على     الأذكار الواردة بعد الصلاة: فإنه مما يعين على تثبيت أثر الخشوع في القلب وما حصل من بركة الصلاة.,post,2014-11-08 18:48:25,437,
للخشوع في الصلاة ...أحرص على     الاستعاذة بالله من الشيطان: فعن أبي العاص رضي الله عنه قال: يا رسول الله إن الشيطان قد حال بيني وبين صلاتي وقراءتي يلبسها علي، فقال الرسول عليه الصلاة والسلام: «ذاك شيطان يقال له خنزب فإذا أحسسته فتعوذ بالله منه واتفل على يسارك ثلاثاً». قال: ففعلت ذلك فأذهبه الله عني.,post,2014-11-08 18:48:25,438,
للخشوع في الصلاة ...أحرص على     التأمل في حال السلف في صلاتهم: كان ابن الزبير إذا قام في الصلاة كأنه عود من الخشوع وكان مسلمه بن بشار يصلي في المسجد فانهدم طائفة منه فقام الناس وهو في الصلاة لم يشعر، ولقد بلغنا أن بعضهم كان كالثوب الملقي، وبعضهم ينفتل من صلاته متغير اللون لقيامه بيدي الله عز وجل، وبعضهم إذا كان في الصلاة لا يعرف من على يمينه وشماله.,post,2014-11-08 18:48:25,439,
للخشوع في الصلاة ...أحرص على     التنويع في السور والآيات والأذكار والأدعية في الصلاة: وهو من السنة والتنويع يشعر المصلي بتجدد المعاني.,post,2014-11-08 18:48:25,440,
للخشوع في الصلاة ...أحرص على     الصلاة إلى سترة والدنو منها: فإن ذلك أقصر لنظر المصلي وأحفظ له من الشيطان وأبعد له عن مرور الناس بين يديه والسنة في الدنو من السترة أن يكون بينه وبين الستره ثلاث أذرع وبينها وبين موضع سجوده ممر شاة كما ورد في الأحاديث الصحيحة.,post,2014-11-08 18:48:25,441,
للخشوع في الصلاة ...أحرص على     النظر إلى موضع السجود: لما ورد عن عائشة رضي الله عنها أن الرسول صلى الله عليه وسلم كان إذا صلى طأطأ رأسه ورمى ببصره نحو الأرض، أما إذا جلس للتشهد فإنه ينظر إلى إصبعه المشيرة وهو يحركها كما صح عنه صلى الله عليه وسلم.,post,2014-11-08 18:48:25,442,
للخشوع في الصلاة ...أحرص على     تحريك السبابة: قال عليه الصلاة والسلام: «لهي أشد على الشيطان من الحديد».,post,2014-11-08 18:48:25,443,
للخشوع في الصلاة ...أحرص على     عدم الإنشغال بتسوية الحصى: عن معيقيب رضي الله عنه أن النبي عليه الصلاة والسلام قال في الرجل يسوي التراب حيث يسجد، قال: «إن كنت فاعلاً فواحدة».,post,2014-11-08 18:48:25,444,
للخشوع في الصلاة ...أحرص على     معرفة مزايا الخشوع في الصلاة: ومنها قوله عليه الصلاة و السلام: «ما من إمرئ مسلم تحضره صلاة مكتوبه فيحسن وضوءها وخشوعها وركوعها إلا كانت كفارة لما قبلها من الذنوب ما لم تؤت كبيرة، وذلك الدهر كله».,post,2014-11-08 18:48:25,445,
للخشوع في الصلاة ...أحرص على     وضع اليد اليمنى على اليد اليسرى على الصدر: كان النبي صلى الله عليه وسلم إذا قام في الصلاة وضع يده اليمنى على اليسرى وكان يضعها على الصدر.,post,2014-11-08 18:48:25,446,
"الصلاة أول ما يحاسب عنه العبد يوم القيامة, فإن قُبِلت قُبِل سائر العمل, وإن رُدَّت رُدَّ.",post,2014-11-08 18:48:26,447,
الصلاة الركن الثاني من أركان الإسلام.,post,2014-11-08 18:48:26,448,
"الصلاة سبب لاستسهال الصعاب, وتحمل المشاق؛ فحينما تتأزم الأمور وتضيق، وتبلغ القلوب الحناجر، يجد الصادقون قيمة الصلاة خاشعة؛ وحسن تأثيرها وبركة نتائجها.",post,2014-11-08 18:48:26,449,
"الصلاة سبب لحسن الخلق, وطلاقة الوجه, وطيب النفس.",post,2014-11-08 18:48:26,450,
"الصلاة سبب لعلو الهمة, وسمو النفس وترفعها عن الدنايا.",post,2014-11-08 18:48:26,451,
الصلاة علامة محبة العبد لربه وتقديره لنعمه.,post,2014-11-08 18:48:26,452,
الصلاة علامة مميزة للمؤمنين المتقين، كما قال تعالى: { الَّذِينَ يُؤْمِنُونَ بِالْغَيْبِ وَيُقِيمُونَ الصَّلاةَ } [البقرة:3].,post,2014-11-08 18:48:26,453,
"الصلاة لتكفير السيئات, ورفع الدرجات, وزيادة الحسنات, والقرب من رب الأرض والسماوات.",post,2014-11-08 18:48:26,454,
"الله عز وجل أمر بالمحافظة على الصلاة في السفر, والحضر, و السلم, والحرب, وفي حال الصحة, والمرض.",post,2014-11-08 18:48:26,455,
قال صلى الله عليه وسلم ّ: « إن بين الرجل والكفر والشرك ترك الصلاة » رواه مسلم.,post,2014-11-08 18:48:26,456,
"قدر الإسلام في قلب الإنسان كقدر الصلاة في قلبه, وحظّه في الإسلام على قدر حظه من الصلاة.",post,2014-11-08 18:48:26,457,
للخشوع في الصلاة ...أحرص على     أن لا يبصق أمامه في الصلاة: فهو مما ينافي الخشوع في الصلاة والآداب مع الله تعالى، لقول النبي الكريم: «إذا كان أحدكم يصلي فلا يبصق قِبَلَ وجهه فإن الله قِبَلَ وجهه إذا صلى».,post,2014-11-08 18:48:26,458,
للخشوع في الصلاة ...أحرص على     ترك الإلتفات في الصلاة: قال صلى الله عليه وسلم: «لا يزال الله عز وجل مقبلاً على العبد وهو في صلاته ما لم يلتفت فإذا إلتفت انصرف عنه»، وقد سئل الرسول عليه الصلاة والسلام عن الإلتفات فقال: «اختلاس يختلسه الشيطان من صلاة العبد».,post,2014-11-08 18:48:26,459,
للخشوع في الصلاة ...أحرص على     ترك التشبه بالبهائم: فقد نهي الرسول صلى الله عليه وسلم في الصلاة عن ثلاث: نقر الغراب، افتراش السبع، وأن يوطن الرجل المقام الواحد كإبطان البعير.,post,2014-11-08 18:48:26,460,
للخشوع في الصلاة ...أحرص على     ترك السدل في الصلاة: لما ورد أن النبي عليه الصلاة والسلام نهى عن السدل في الصلاة وأن يغطي الرجل فاه، والسدل إرسال الثوب حتى يصيب الأرض.,post,2014-11-08 18:48:26,461,
للخشوع في الصلاة ...أحرص على     عدم الاختصار في الصلاة: عن أبي هريرة رضي الله عنه قال: ' نهي رسول الله صلى الله عليه وسلم عن الإختصار في الصلاة     ' وهو وضع اليد على الخصر.,post,2014-11-08 18:48:26,462,
للخشوع في الصلاة ...أحرص على     عدم رفع البصر إلى السماء: قال عليه الصلاة والسلام: «لينتهن عن ذلك أو لتخطفن أبصارهم».,post,2014-11-08 18:48:26,463,
للخشوع في الصلاة ...أحرص على     مجاهدة التثاؤب في الصلاة: قال النبي الكريم: «إذا تثاءب أحدكم في الصلاة فليكظم ما استطاع فإن الشيطان يدخل».,post,2014-11-08 18:48:26,464,
"للصلاة تأثير في دفع شرور الدنيا والآخرة، لاسيما إذا أعطيت حقها من التكميل ظاهراً وباطناً, فما استدفعت شرور الدنيا والآخرة بمثل الصلاة؛ ولا استجلبت مصالح الدنيا والآخرة بمثل الصلاة؛ لأنها صلة بين العبد وربه, وعلى قدر صلة العبد بربه تنفتح له الخيرات, وتنقطع -أو تقل- عنه الشرور والآفات, وما ابتلي رجلان بعاهة أو مصيبة أو مرض واحد إلا كان حظ المصلي منها أقل وعاقبته أسلم.",post,2014-11-08 18:48:26,465,
"من حافظ علي الصلاة حفظ دينه, ومن ضّيعها فهو لما سواها أضيع.",post,2014-11-08 18:48:26,466,
إن النفس الزكية الطاهرة تسارع إلى ربها لأداء صلاة الفجر مع الجماعة، فهي غالية الأجر وصعبة المنال إلا لمن وفقه الله لذلك.,post,2014-11-08 18:48:28,467,
"الصلاة أعظم غذاء وسقي لشجرة الأيمان, فالصلاة تثبت الإيمان وتنميه.",post,2014-11-08 18:48:28,468,
"الصلاة علاج لأدواء النفس الكثيرة, كالبخل, والشح, والحسد, والهلع, والجزع، وغيرها.",post,2014-11-08 18:48:28,469,
"الصلاة هي المدد الروحي الذي لا ينقطع, والزاد المعنوي الذي لا ينضب.",post,2014-11-08 18:48:28,470,
"المحافظة علي الصلاة تقوي رغبة الإنسان في فعل الخيرات, وتسهل عليه فعل الطاعات، وتذهب -أو تضعف- دواعي الشر والمعاصي في نفسه, وهذا أمر مشاهد محسوس؛ فأنك لا تجد محافظاً على الصلاة -فروضها ونوافلها- إلا وجدت تأثير ذلك في بقية أعماله.",post,2014-11-08 18:48:28,471,
بادر إلى الصلاة وأجب داعي الله،قال الله تعالى &lt; وَمَن لَّا يُجِبْ دَاعِيَ اللَّهِ فَلَيْسَ بِمُعْجِزٍ فِي الْأَرْضِ وَلَيْسَ لَهُ مِن دُونِهِ أَولِيَاء [الأخقاف:32].,post,2014-11-08 18:48:28,472,
عن جرير بن عبد الله قال: كنا عند النبي ، فنظر إلى القمر ليلة ـ يعني البدر ـ فقال: { إنكم سترون ربكم كما ترون هذا القمر لا تضامون في رؤيته فإن استطعتم أن لا تغلبوا على صلاة قبل طلوع الشمس وقبل غروبها فافعلوا ثم قرأ: وَسَبِّحْ بِحَمْدِ رَبِّكَ قَبْلَ طُلُوعِ الشَّمْسِ وَقَبْلَ غُرُوبِهَا } زاد مسلم يعني العصر والفجر.,post,2014-11-08 18:48:28,473,
قال تعالى: إِنَّمَا يَعْمُرُ مَسَاجِدَ اللّهِ مَنْ آمَنَ بِاللّهِ وَالْيَوْمِ الآخِرِ وَأَقَامَ الصَّلاَةَ وَآتَى الزَّكَاةَ وَلَمْ يَخْشَ إِلاَّ اللّهَ فَعَسَى أُوْلَـئِكَ أَن يَكُونُواْ مِنَ الْمُهْتَدِينَ [التوبة:18].,post,2014-11-08 18:48:28,474,
قال تعالي  قُلْ إِن كَانَ آبَاؤُكُمْ وَأَبْنَآؤُكُمْ وَإِخْوَانُكُمْ وَأَزْوَاجُكُمْ وَعَشِيرَتُكُمْ وَأَمْوَالٌ اقْتَرَفْتُمُوهَا وَتِجَارَةٌ تَخْشَوْنَ كَسَادَهَا وَمَسَاكِنُ تَرْضَوْنَهَا أَحَبَّ إِلَيْكُم مِّنَ اللّهِ وَرَسُولِهِ وَجِهَادٍ فِي سَبِيلِهِ فَتَرَبَّصُواْ حَتَّى يَأْتِيَ اللّهُ بِأَمْرِهِ وَاللّهُ لاَ يَهْدِي الْقَوْمَ الْفَاسِقِينَ [التوبة:24].,post,2014-11-08 18:48:28,475,
قال عليه الصلاة والسلام: { من صلى البردين دخل الجنة } أي من صلى الفجر والعصر. [أخرجه مسلم].,post,2014-11-08 18:48:28,476,
"من فوائد الصحية: أنها -كما مر- تنير القلب وتشرح الصدر, وتفرح النفس والروح, ومعلوم عند جميع الأطباء أن السعي في راحة القلب وسكونه وفرحه وزوال غمّه, من أكبر الأسباب الجالبة للصحة, الدافعة للأمراض, المخففة للآلام, وذلك مجرب مشاهد محسوس في الصلاة، خصوصاً صلاة الليل أوقات الأسحار.",post,2014-11-08 18:48:28,477,
"من فوائد الصلاة الصحية: ما أظهره الطب الحديث من فوائد عظيمة للصلاة, وهي أن الدماغ ينتفع انتفاعا كبيراً بالصلاة ذات الخشوع, كما قرر ذلك الأطباء في هذا العصر, وهذا دليل من الأدلة التي يتبين لنا بها سبب قوة تفكير الصحابة الكرام, وسلامة عقولهم, ونفاذ بصيرتهم, وقوة جنانهم, وصلابة عودهم.",post,2014-11-08 18:48:28,478,
من فوائد الصلاة: أنها توقد نار الغيرة في قلب المؤمن على حرمات الله.,post,2014-11-08 18:48:28,479,
"من فوائد الصلاة: أنها نافعة في كثير من أوجاع البطن؛ لأنها رياضة للنفس والبدن معاً, فهي تشتمل على حركات وأوضاع مختلفة تتحرك معها أغلب المفاصل, وينغمز معها أكثر الأعضاء الباطنة, كالمعدة, وسائر آلات النفس والغذاء, أضف إلى ذلك الطهارة المتكررة وما فيها من نفع, كل ذلك نفعه محسوس مشاهد لا يماري فيه جاهل.",post,2014-11-08 18:48:28,480,
من فوائد الصلاة: الثبات عند الفتن؛ فالمحافظون عليها أثبت الناس عند الفتن.,post,2014-11-08 18:48:28,481,
"من فوائد الصلاةالطبّية: ما فيها من الرياضة المتنوعة, المقوية للأعضاء, النافعة للبدن.",post,2014-11-08 18:48:28,482,
".. هل تعلم أن الصلاة مفتاح كل خير ؟    قال ابن القيم الجوزي رحمه الله : (الصلاة : مجلبة للرزق . حافظة للصحة دافعة للأذى ،    مقوية للقلب ، مبيضة للوجه ، مفرحة للنفس ، مذهبة للكسل ، منشطة للجوارح ، ،شارحة    للصدر، مغذية للروح ، منورة للقلب ، حافظة للنعمة ، دافعة للنقمة ، جالبة للبركة, مبعدة    من الشيطان, مقربة من الرحمن ).",post,2014-11-08 18:48:29,483,
.. هل تعلم أن الصلاة وصية النبي صلى الله عليه وسلم عند خروجه من الدنيا ؟    قال رسول الله صلى عليه وسلم وهو يلفظ أنفاسه الأخيرة : (الصلاة ، الصلاة وما ملكت أيمانكم ).,post,2014-11-08 18:48:29,484,
§ياتارك الصلاة تب وصل قبل الخلود في الجحيم !!    (يقبض له ملك في يده مرزبه فيضربه ضربا فيصير ترابا...),post,2014-11-08 18:48:29,485,
||| لا تحسبن الطريق إلى الله مُـمهداً بالورود ، بل لابد من صعوبات و جهود ، إلى أن نصل إلى دار الخلود ... ! |||,post,2014-11-08 18:48:29,486,
أحذر ان تكون انت المقصود بقوله تعالى(فخلف من بعدهم خلف أضاعوا الصلاة واتبعوا الشهوات فسوف يلقون غيا إلا من تاب وآمن وعمل صالحا),post,2014-11-08 18:48:29,487,
أحذر ان تكون انت المقصود بقوله تعالى(فلا صدق ولاصلى ولكن كذب وتولى ثم ذهب إلى أهله يتمطى أولى لك فأولى ثم أولى لك فأولى أيحسب الإنسان ان يترك سدى),post,2014-11-08 18:48:29,488,
أحذر ان تكون انت المقصود بقوله تعالى(ماسلككم في سقر؟قالوا: لم نكُ من المصلين),post,2014-11-08 18:48:29,489,
أحذر ان تكون انت المقصود بقوله تعالى(واذا قيل لهم اركعوا لايركعون ويل يومئذ للمكذبين),post,2014-11-08 18:48:29,490,
أحذر ان تكون انت المقصود بقوله تعالى(يوم يكشف عن ساق ويدعون إلى السجود فلا يستطيعون خاشعة ابصارهم ترهقهم ذله وقد كانو يدعون إلى السجود وهم سالمون),post,2014-11-08 18:48:29,491,
